trace_id,model,y_true,y_pred,y_score,attack_family,attack_scenario,length,label_binary,error_type
T_31c3824ad258,lstm_post_e128_h128_d0.1,0,1,0.9944320321083068,,,114,0,false_positive
T_a2ce63c9d696,lstm_post_e128_h128_d0.1,0,1,0.9994602799415588,,,257,0,false_positive
T_9db2d07d0f71,lstm_post_e128_h128_d0.1,0,1,0.9998663663864136,,,413,0,false_positive
T_a39240c8f226,lstm_post_e128_h128_d0.1,0,1,0.9994364380836488,,,99,0,false_positive
T_2e651ff2c0cd,lstm_post_e128_h128_d0.1,0,1,0.9994331002235411,,,347,0,false_positive
T_18e7e05c3e42,lstm_post_e128_h128_d0.1,0,1,0.999225616455078,,,778,0,false_positive
T_35d397a30152,lstm_post_e128_h128_d0.1,0,1,0.999854564666748,,,2252,0,false_positive
T_8299704b5bd1,lstm_post_e128_h128_d0.1,0,1,0.999426245689392,,,203,0,false_positive
T_96d8adbd72cb,lstm_post_e128_h128_d0.1,0,1,0.997849464416504,,,287,0,false_positive
T_b97efd1c7e83,lstm_post_e128_h128_d0.1,0,1,0.9926354289054872,,,1134,0,false_positive
T_36c5aac401de,lstm_post_e128_h128_d0.1,0,1,0.9985951781272888,,,1065,0,false_positive
T_35adf0600813,lstm_post_e128_h128_d0.1,0,1,0.9995368719100952,,,97,0,false_positive
T_d262274a7889,lstm_post_e128_h128_d0.1,0,1,0.9998778104782104,,,1121,0,false_positive
T_ed832d12bfe0,lstm_post_e128_h128_d0.1,0,1,0.9994372725486756,,,101,0,false_positive
T_020b64ede077,lstm_post_e128_h128_d0.1,0,1,0.999439537525177,,,98,0,false_positive
T_d486dd6b76b8,lstm_post_e128_h128_d0.1,0,1,0.9991856217384338,,,679,0,false_positive
T_38537531c5d9,lstm_post_e128_h128_d0.1,0,1,0.997946321964264,,,166,0,false_positive
T_fb0a52d126c5,lstm_post_e128_h128_d0.1,0,1,0.9998564720153807,,,1953,0,false_positive
T_aa607bdedfcd,lstm_post_e128_h128_d0.1,0,1,0.9837766885757446,,,161,0,false_positive
T_06cb16ec676a,lstm_post_e128_h128_d0.1,0,1,0.9782935380935668,,,146,0,false_positive
T_a8b8e945d22e,lstm_post_e128_h128_d0.1,0,1,0.9994057416915894,,,91,0,false_positive
T_309fdfc44cc3,lstm_post_e128_h128_d0.1,0,1,0.998369038105011,,,211,0,false_positive
T_83a539d58575,lstm_post_e128_h128_d0.1,0,1,0.9998792409896852,,,957,0,false_positive
T_6f7708f5f294,lstm_post_e128_h128_d0.1,0,1,0.9994691014289856,,,873,0,false_positive
T_a2d426fe352e,lstm_post_e128_h128_d0.1,0,1,0.9992631077766418,,,1810,0,false_positive
T_4d737c6c2695,lstm_post_e128_h128_d0.1,0,1,0.9920382499694824,,,175,0,false_positive
T_602f1e0e0249,lstm_post_e128_h128_d0.1,0,1,0.984259068965912,,,2064,0,false_positive
T_13d390b82c89,lstm_post_e128_h128_d0.1,0,1,0.9997742772102356,,,211,0,false_positive
T_e554369764a0,lstm_post_e128_h128_d0.1,0,1,0.9838410019874572,,,3086,0,false_positive
T_7986574a8777,lstm_post_e128_h128_d0.1,0,1,0.994548499584198,,,2470,0,false_positive
T_555fb19e1a09,lstm_post_e128_h128_d0.1,0,1,0.9991795420646667,,,2196,0,false_positive
T_174a466c1a32,lstm_post_e128_h128_d0.1,0,1,0.999028205871582,,,498,0,false_positive
T_37cb2cf59d56,lstm_post_e128_h128_d0.1,0,1,0.9995086193084716,,,109,0,false_positive
T_1dba85caff2e,lstm_post_e128_h128_d0.1,0,1,0.9994640946388244,,,144,0,false_positive
T_ce85b4bd2b39,lstm_post_e128_h128_d0.1,0,1,0.9937263131141664,,,323,0,false_positive
T_cf4ff84f7e51,lstm_post_e128_h128_d0.1,0,1,0.9994613528251648,,,369,0,false_positive
T_f35d5595ca40,lstm_post_e128_h128_d0.1,0,1,0.999229907989502,,,169,0,false_positive
T_3a39328e103e,lstm_post_e128_h128_d0.1,0,1,0.9818472266197203,,,2140,0,false_positive
T_30ee7aa409e7,lstm_post_e128_h128_d0.1,0,1,0.999619722366333,,,1616,0,false_positive
T_223ccdc9eb87,lstm_post_e128_h128_d0.1,0,1,0.9993593096733092,,,125,0,false_positive
T_34446f83c3c7,lstm_post_e128_h128_d0.1,0,1,0.998375654220581,,,346,0,false_positive
T_34c4bdb45794,lstm_post_e128_h128_d0.1,0,1,0.9997668862342834,,,104,0,false_positive
T_270d09e9b562,lstm_post_e128_h128_d0.1,0,1,0.9978477954864502,,,506,0,false_positive
T_9cd9fb267dab,lstm_post_e128_h128_d0.1,0,1,0.9990204572677612,,,969,0,false_positive
T_a82300c4bfaf,lstm_post_e128_h128_d0.1,0,1,0.9839358329772948,,,2773,0,false_positive
T_cf38991e9628,lstm_post_e128_h128_d0.1,0,1,0.9838485717773438,,,3039,0,false_positive
T_bf1c57e38c2c,lstm_post_e128_h128_d0.1,0,1,0.9994475245475768,,,183,0,false_positive
T_f2edf1330860,lstm_post_e128_h128_d0.1,0,1,0.9992570281028748,,,376,0,false_positive
T_350d95e9c732,lstm_post_e128_h128_d0.1,0,1,0.9992457628250122,,,108,0,false_positive
T_040804584664,lstm_post_e128_h128_d0.1,0,1,0.9814685583114624,,,242,0,false_positive
T_5f7bfb40ff58,lstm_post_e128_h128_d0.1,0,1,0.9978705644607544,,,209,0,false_positive
T_76da07875ee7,lstm_post_e128_h128_d0.1,0,1,0.9974445104599,,,202,0,false_positive
T_68808e514274,lstm_post_e128_h128_d0.1,0,1,0.9730653762817384,,,1325,0,false_positive
T_d72c5c3ae0fc,lstm_post_e128_h128_d0.1,0,1,0.9888723492622375,,,77,0,false_positive
T_6d9f41136cb2,lstm_post_e128_h128_d0.1,0,1,0.999291181564331,,,739,0,false_positive
T_75415a7df5ac,lstm_post_e128_h128_d0.1,0,1,0.9989670515060424,,,338,0,false_positive
T_a16238b68465,lstm_post_e128_h128_d0.1,0,1,0.9994219541549684,,,90,0,false_positive
T_ca8f3d124aa6,lstm_post_e128_h128_d0.1,0,1,0.9998806715011596,,,758,0,false_positive
T_9bba63974b33,lstm_post_e128_h128_d0.1,0,1,0.9996368885040284,,,464,0,false_positive
T_0b465fcbe8fa,lstm_post_e128_h128_d0.1,0,1,0.989404320716858,,,178,0,false_positive
T_f00f0c87d307,lstm_post_e128_h128_d0.1,0,1,0.9790447354316713,,,80,0,false_positive
T_dfc751cdc268,lstm_post_e128_h128_d0.1,0,1,0.9994100332260132,,,111,0,false_positive
T_91b81400de46,lstm_post_e128_h128_d0.1,0,1,0.9998779296875,,,665,0,false_positive
T_54db8ff4bb04,lstm_post_e128_h128_d0.1,0,1,0.999243974685669,,,415,0,false_positive
T_35a173a24c95,lstm_post_e128_h128_d0.1,0,1,0.9987213015556335,,,215,0,false_positive
T_ff2b6c45a24d,lstm_post_e128_h128_d0.1,0,1,0.9998780488967896,,,871,0,false_positive
T_b80870232411,lstm_post_e128_h128_d0.1,0,1,0.9992584586143494,,,95,0,false_positive
T_1361eb5d54c5,lstm_post_e128_h128_d0.1,0,1,0.999858021736145,,,1403,0,false_positive
T_4b73dd29291c,lstm_post_e128_h128_d0.1,0,1,0.9970890879631042,,,151,0,false_positive
T_2c0fd3dc1dd6,lstm_post_e128_h128_d0.1,0,1,0.9994495511054992,,,198,0,false_positive
T_196933927e13,lstm_post_e128_h128_d0.1,0,1,0.9992077946662904,,,93,0,false_positive
T_5b6d5fd80f02,lstm_post_e128_h128_d0.1,0,1,0.983896017074585,,,3149,0,false_positive
T_71e53e8fc3e1,lstm_post_e128_h128_d0.1,0,1,0.9920788407325744,,,323,0,false_positive
T_ded58d7cc440,lstm_post_e128_h128_d0.1,0,1,0.999462902545929,,,311,0,false_positive
T_ed9e168d7694,lstm_post_e128_h128_d0.1,0,1,0.999182403087616,,,213,0,false_positive
T_e830b5647478,lstm_post_e128_h128_d0.1,0,1,0.9997625946998596,,,202,0,false_positive
T_446e2f45052e,lstm_post_e128_h128_d0.1,0,1,0.9998093247413636,,,172,0,false_positive
T_229fa6f1d97e,lstm_post_e128_h128_d0.1,0,1,0.9998155236244202,,,188,0,false_positive
T_52816edef218,lstm_post_e128_h128_d0.1,0,1,0.9998390674591064,,,128,0,false_positive
T_4322f8207b0b,lstm_post_e128_h128_d0.1,0,1,0.9989978671073914,,,997,0,false_positive
T_86c1bf44ed99,lstm_post_e128_h128_d0.1,0,1,0.9963484406471252,,,428,0,false_positive
T_13d7d445a3c4,lstm_post_e128_h128_d0.1,0,1,0.999350607395172,,,295,0,false_positive
T_d202de9f1dbe,lstm_post_e128_h128_d0.1,0,1,0.9809228777885436,,,3063,0,false_positive
T_cfa0a566a49e,lstm_post_e128_h128_d0.1,0,1,0.9666315913200378,,,622,0,false_positive
T_7d0b4b3516b9,lstm_post_e128_h128_d0.1,0,1,0.9810616374015808,,,569,0,false_positive
T_1b32c400be7c,lstm_post_e128_h128_d0.1,0,1,0.9994576573371888,,,217,0,false_positive
T_40b39315782f,lstm_post_e128_h128_d0.1,0,1,0.9989975094795228,,,162,0,false_positive
T_85f485f79b17,lstm_post_e128_h128_d0.1,0,1,0.9992664456367492,,,672,0,false_positive
T_b55f8a06b816,lstm_post_e128_h128_d0.1,0,1,0.9580100178718568,,,108,0,false_positive
T_6436b2d055b5,lstm_post_e128_h128_d0.1,0,1,0.990041196346283,,,936,0,false_positive
T_9a4d27541089,lstm_post_e128_h128_d0.1,0,1,0.9930144548416138,,,478,0,false_positive
T_70488b3ca0e9,lstm_post_e128_h128_d0.1,0,1,0.999363362789154,,,335,0,false_positive
