trace_id,filepath,rel_path,source_split,split_origin,attack_family,attack_scenario,label,label_binary,length,sha1,is_empty,has_parse_error,parse_error,protocol,fold,split
T_8a0af3903327,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0682.txt,Training_Data_Master\UTD-0682.txt,train_normal,train_normal,,,normal,0,370,bd06db1e5a0ae1701ecf07280756d503e1eab1c3,False,False,,protocol_cv_by_scenario,4,train
T_a579792b8e74,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0683.txt,Training_Data_Master\UTD-0683.txt,train_normal,train_normal,,,normal,0,633,fcd25bb8749d6746f678f85aed5cc85029b056d6,False,False,,protocol_cv_by_scenario,4,train
T_f1198c012e2f,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0684.txt,Training_Data_Master\UTD-0684.txt,train_normal,train_normal,,,normal,0,121,24bfedc6fdce1dc64910d120c76a24535e36cc9f,False,False,,protocol_cv_by_scenario,4,train
T_ad05eb423989,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0685.txt,Training_Data_Master\UTD-0685.txt,train_normal,train_normal,,,normal,0,674,7f66fcb6217976888a64000bb014a7a5456b5ea0,False,False,,protocol_cv_by_scenario,4,train
T_31d7d8d00a74,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0686.txt,Training_Data_Master\UTD-0686.txt,train_normal,train_normal,,,normal,0,102,d4078fc15375432d28fc957700f365622314da8f,False,False,,protocol_cv_by_scenario,4,train
T_b329d81d3fd8,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0687.txt,Training_Data_Master\UTD-0687.txt,train_normal,train_normal,,,normal,0,718,d2caab2c0f4283f33c2d892358a3c772614229fe,False,False,,protocol_cv_by_scenario,4,train
T_a679b79d0d35,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0688.txt,Training_Data_Master\UTD-0688.txt,train_normal,train_normal,,,normal,0,93,ee72221caf5ecb52cfd5959e8b794ee08b5b88ef,False,False,,protocol_cv_by_scenario,4,train
T_ca853da50b9b,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0689.txt,Training_Data_Master\UTD-0689.txt,train_normal,train_normal,,,normal,0,267,4e321adb8924ce41c4218732bf87cf3734b2ead3,False,False,,protocol_cv_by_scenario,4,train
T_bd21b31b5581,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0690.txt,Training_Data_Master\UTD-0690.txt,train_normal,train_normal,,,normal,0,151,10c026f0451c8f3b4920faaf39d552b4af2b9a84,False,False,,protocol_cv_by_scenario,4,train
T_7696d45fea4b,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0691.txt,Training_Data_Master\UTD-0691.txt,train_normal,train_normal,,,normal,0,390,4c0cf2c69446ba80937c79cdafc48afd121b4d60,False,False,,protocol_cv_by_scenario,4,train
T_eb8f92496680,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0692.txt,Training_Data_Master\UTD-0692.txt,train_normal,train_normal,,,normal,0,171,0ba579d518c5a21b925ac87f803a895bc540d7f8,False,False,,protocol_cv_by_scenario,4,train
T_a25385065baf,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0693.txt,Training_Data_Master\UTD-0693.txt,train_normal,train_normal,,,normal,0,166,9b9c6c68c920927063f5ec231953c10688b77d0c,False,False,,protocol_cv_by_scenario,4,train
T_1e3bddd44cf7,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0694.txt,Training_Data_Master\UTD-0694.txt,train_normal,train_normal,,,normal,0,120,76116919bf04c6342a394f7ab798cd878b9266f9,False,False,,protocol_cv_by_scenario,4,train
T_799414c25649,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0695.txt,Training_Data_Master\UTD-0695.txt,train_normal,train_normal,,,normal,0,102,26f014365de8bb3a72206936d8507d0552389628,False,False,,protocol_cv_by_scenario,4,train
T_df13c851296d,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0696.txt,Training_Data_Master\UTD-0696.txt,train_normal,train_normal,,,normal,0,92,86b5b98d8cb604504cf0298e09191965d46a64d6,False,False,,protocol_cv_by_scenario,4,train
T_7015a8e389ba,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0697.txt,Training_Data_Master\UTD-0697.txt,train_normal,train_normal,,,normal,0,131,788c529dd38b7d6955ee048dfbf78ea7afaf82da,False,False,,protocol_cv_by_scenario,4,train
T_47df4503346a,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0698.txt,Training_Data_Master\UTD-0698.txt,train_normal,train_normal,,,normal,0,151,ace8cbaf004ec9641ed340cac44df71c6a323904,False,False,,protocol_cv_by_scenario,4,train
T_e9f60ddc9fad,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0699.txt,Training_Data_Master\UTD-0699.txt,train_normal,train_normal,,,normal,0,102,7e96bd7120c24bfda676676a6a3bf2301e561b47,False,False,,protocol_cv_by_scenario,4,train
T_7ca785acb264,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0700.txt,Training_Data_Master\UTD-0700.txt,train_normal,train_normal,,,normal,0,120,1384563465ceb101826ce9b265c801c13f6fbbfe,False,False,,protocol_cv_by_scenario,4,train
T_907096da281b,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0701.txt,Training_Data_Master\UTD-0701.txt,train_normal,train_normal,,,normal,0,823,79c110d12f5b92c691bcfe6ef8c77976e86cf82e,False,False,,protocol_cv_by_scenario,4,train
T_2a1de93768d0,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0702.txt,Training_Data_Master\UTD-0702.txt,train_normal,train_normal,,,normal,0,107,8772c83e4aa47535aaa344de5aaf3643c8ff8fa7,False,False,,protocol_cv_by_scenario,4,train
T_f212ceeb8b66,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0703.txt,Training_Data_Master\UTD-0703.txt,train_normal,train_normal,,,normal,0,151,5dcf18684e5036ce2bc7a22e99b03eb2bd71b26d,False,False,,protocol_cv_by_scenario,4,train
T_b91f2776cd2f,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0704.txt,Training_Data_Master\UTD-0704.txt,train_normal,train_normal,,,normal,0,341,b6e9ad47a0e4097663ec155fd93a7b7ee47d40e1,False,False,,protocol_cv_by_scenario,4,train
T_e7c39eaa4cc0,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0705.txt,Training_Data_Master\UTD-0705.txt,train_normal,train_normal,,,normal,0,107,8772c83e4aa47535aaa344de5aaf3643c8ff8fa7,False,False,,protocol_cv_by_scenario,4,train
T_0559e5a691c8,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0706.txt,Training_Data_Master\UTD-0706.txt,train_normal,train_normal,,,normal,0,192,852a031448ccde026697076c7c751ac07196f92a,False,False,,protocol_cv_by_scenario,4,train
T_866dc486e4a2,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0707.txt,Training_Data_Master\UTD-0707.txt,train_normal,train_normal,,,normal,0,406,7ef7ce294cdd26471027d0deaa3993d0219988d0,False,False,,protocol_cv_by_scenario,4,train
T_4db2b8283e69,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0708.txt,Training_Data_Master\UTD-0708.txt,train_normal,train_normal,,,normal,0,132,88749720a2ae3b67d4d48d0e6f9f8d1f2a039291,False,False,,protocol_cv_by_scenario,4,train
T_a3f654c93c4a,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0709.txt,Training_Data_Master\UTD-0709.txt,train_normal,train_normal,,,normal,0,213,d6952ff69ad33cf6c79e982cedc2acd905acddf1,False,False,,protocol_cv_by_scenario,4,train
T_fe364d64c474,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0710.txt,Training_Data_Master\UTD-0710.txt,train_normal,train_normal,,,normal,0,131,809b70d2f1e0ec133315c76107415ccf31774430,False,False,,protocol_cv_by_scenario,4,train
T_85f70a5de760,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0711.txt,Training_Data_Master\UTD-0711.txt,train_normal,train_normal,,,normal,0,765,ded191c19301fba82c76f581ef405cda9017eb86,False,False,,protocol_cv_by_scenario,4,train
T_48fb70a0285d,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0712.txt,Training_Data_Master\UTD-0712.txt,train_normal,train_normal,,,normal,0,263,7d8e55525a2456f63f174d3e932ccc51f86b30ff,False,False,,protocol_cv_by_scenario,4,train
T_71faf6e9e08d,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0713.txt,Training_Data_Master\UTD-0713.txt,train_normal,train_normal,,,normal,0,194,4de265d69bd0e99675532f4013d5c0aa875d855a,False,False,,protocol_cv_by_scenario,4,train
T_0724f1ca9a8c,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0714.txt,Training_Data_Master\UTD-0714.txt,train_normal,train_normal,,,normal,0,93,7c1ecf4694f00b28df722a3b378858e777cc1600,False,False,,protocol_cv_by_scenario,4,train
T_379bed5f664c,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0715.txt,Training_Data_Master\UTD-0715.txt,train_normal,train_normal,,,normal,0,374,432dd27035755f9f35b0f0a4d4103aaee8c6b5f9,False,False,,protocol_cv_by_scenario,4,train
T_9826182132a3,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0716.txt,Training_Data_Master\UTD-0716.txt,train_normal,train_normal,,,normal,0,202,253df774b3cdc2b03223e7f1b47e92317850d979,False,False,,protocol_cv_by_scenario,4,train
T_6c9cee8fc687,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0717.txt,Training_Data_Master\UTD-0717.txt,train_normal,train_normal,,,normal,0,188,a6befd7afc9b9dfff99f8fe8b79eb026773b1ed1,False,False,,protocol_cv_by_scenario,4,train
T_6cb923196daa,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0718.txt,Training_Data_Master\UTD-0718.txt,train_normal,train_normal,,,normal,0,801,ca6c4ce557767c22cc04bc26509716610444f4e9,False,False,,protocol_cv_by_scenario,4,train
T_ddc2ecdfd6fd,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0719.txt,Training_Data_Master\UTD-0719.txt,train_normal,train_normal,,,normal,0,145,fca662ed378b773af23d690fad5bc116ac9457ec,False,False,,protocol_cv_by_scenario,4,train
T_3a5c2d86be58,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0720.txt,Training_Data_Master\UTD-0720.txt,train_normal,train_normal,,,normal,0,1106,1e0ba1ced87f0cfaa22a861b27cd9d3cf3324ef9,False,False,,protocol_cv_by_scenario,4,train
T_cc4eaee21c05,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0721.txt,Training_Data_Master\UTD-0721.txt,train_normal,train_normal,,,normal,0,210,5f46b9547f3048faf1f26956b4b3d6b0b19cd627,False,False,,protocol_cv_by_scenario,4,train
T_3153300735cb,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0722.txt,Training_Data_Master\UTD-0722.txt,train_normal,train_normal,,,normal,0,211,6afa5bb518757d7461406970fa27cfc06e878685,False,False,,protocol_cv_by_scenario,4,train
T_a0da8e25fbb4,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0723.txt,Training_Data_Master\UTD-0723.txt,train_normal,train_normal,,,normal,0,116,34dc812f70c3004f2934a29bc716a507770b96d3,False,False,,protocol_cv_by_scenario,4,train
T_8107e048e0e1,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0724.txt,Training_Data_Master\UTD-0724.txt,train_normal,train_normal,,,normal,0,226,1d2467a3b2e26a16e1e25f63a2a7db1b0071beda,False,False,,protocol_cv_by_scenario,4,train
T_05f6ac6ea436,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0725.txt,Training_Data_Master\UTD-0725.txt,train_normal,train_normal,,,normal,0,316,31c7aa88fff5f275ee7c83c87149fbd395dfa94d,False,False,,protocol_cv_by_scenario,4,train
T_bc7e18fa60af,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0726.txt,Training_Data_Master\UTD-0726.txt,train_normal,train_normal,,,normal,0,123,38f9fbe95916ee1a4f403a30defe9d8965598e2a,False,False,,protocol_cv_by_scenario,4,train
T_ae5c39f8d913,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0727.txt,Training_Data_Master\UTD-0727.txt,train_normal,train_normal,,,normal,0,110,6d7d7c642fa479acae603a8ada226e67b55d448d,False,False,,protocol_cv_by_scenario,4,train
T_fbde46abf239,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0728.txt,Training_Data_Master\UTD-0728.txt,train_normal,train_normal,,,normal,0,161,252b7696e658818665ce1401d3646f23a2e7199b,False,False,,protocol_cv_by_scenario,4,train
T_ee1a83fe786a,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0729.txt,Training_Data_Master\UTD-0729.txt,train_normal,train_normal,,,normal,0,276,0741dc38db85e2380d0752a3830d475318dfe7e7,False,False,,protocol_cv_by_scenario,4,train
T_7c41030df0d8,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0730.txt,Training_Data_Master\UTD-0730.txt,train_normal,train_normal,,,normal,0,94,c707bc154e8be51af07dda97223bdd679c34c800,False,False,,protocol_cv_by_scenario,4,train
T_010f95266664,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0731.txt,Training_Data_Master\UTD-0731.txt,train_normal,train_normal,,,normal,0,137,02de2a13c8d8bf76b536670bf18731b0cadf4188,False,False,,protocol_cv_by_scenario,4,train
T_054f75825358,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0732.txt,Training_Data_Master\UTD-0732.txt,train_normal,train_normal,,,normal,0,181,44e9cf651de0c5ad7195db5f0beb9d8fa3e352d1,False,False,,protocol_cv_by_scenario,4,train
T_2fb5f69fa2d5,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0733.txt,Training_Data_Master\UTD-0733.txt,train_normal,train_normal,,,normal,0,186,7927549d5455ca936befe0f4ce0a70b47b0ec832,False,False,,protocol_cv_by_scenario,4,train
T_ca3f641a07da,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0734.txt,Training_Data_Master\UTD-0734.txt,train_normal,train_normal,,,normal,0,584,08339480e33ce81e065b9c5d9b6405406e6e28bb,False,False,,protocol_cv_by_scenario,4,train
T_ee32201438c5,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0735.txt,Training_Data_Master\UTD-0735.txt,train_normal,train_normal,,,normal,0,115,52641f387af93af71037944d3d4dce7ce7e94a00,False,False,,protocol_cv_by_scenario,4,train
T_f65220f89856,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0736.txt,Training_Data_Master\UTD-0736.txt,train_normal,train_normal,,,normal,0,1172,61553de43ef3b2c97f7921efdc12a9d4c5cf99fe,False,False,,protocol_cv_by_scenario,4,train
T_67ffcd671bb3,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0737.txt,Training_Data_Master\UTD-0737.txt,train_normal,train_normal,,,normal,0,104,2f378bad872ef99c79e08f8ab8ceeba4dc4f2bd6,False,False,,protocol_cv_by_scenario,4,train
T_db7cc1f14bdb,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0738.txt,Training_Data_Master\UTD-0738.txt,train_normal,train_normal,,,normal,0,90,77eeb1b4e31cbd1ccc97ea218f5d9debcc86c5f9,False,False,,protocol_cv_by_scenario,4,train
T_6a307280124e,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0739.txt,Training_Data_Master\UTD-0739.txt,train_normal,train_normal,,,normal,0,110,6b1723ec7c2537bd14eead1ae8e6c52497c390cb,False,False,,protocol_cv_by_scenario,4,train
T_bbb8c4b1b34f,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0740.txt,Training_Data_Master\UTD-0740.txt,train_normal,train_normal,,,normal,0,110,acd9245c52f6dc7ebad7ed77bfd133a7418fbdcb,False,False,,protocol_cv_by_scenario,4,train
T_3e8840d39db1,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0741.txt,Training_Data_Master\UTD-0741.txt,train_normal,train_normal,,,normal,0,110,0f1727877aca4e2edddfca0c5a6fc0b1e9d2be50,False,False,,protocol_cv_by_scenario,4,train
T_e0dd35916958,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0742.txt,Training_Data_Master\UTD-0742.txt,train_normal,train_normal,,,normal,0,110,acd9245c52f6dc7ebad7ed77bfd133a7418fbdcb,False,False,,protocol_cv_by_scenario,4,train
T_03e20dc43e97,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0743.txt,Training_Data_Master\UTD-0743.txt,train_normal,train_normal,,,normal,0,327,d922b20f9fa7b5f0e0e814e21446a725037fa5c7,False,False,,protocol_cv_by_scenario,4,train
T_97a4aef54a23,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0744.txt,Training_Data_Master\UTD-0744.txt,train_normal,train_normal,,,normal,0,183,f1d2f9572c0ab12f35a9dc35d0cfae3464bcc1ab,False,False,,protocol_cv_by_scenario,4,train
T_3e988b01e6d1,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0745.txt,Training_Data_Master\UTD-0745.txt,train_normal,train_normal,,,normal,0,110,6b1723ec7c2537bd14eead1ae8e6c52497c390cb,False,False,,protocol_cv_by_scenario,4,train
T_80d4de344804,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0746.txt,Training_Data_Master\UTD-0746.txt,train_normal,train_normal,,,normal,0,110,acd9245c52f6dc7ebad7ed77bfd133a7418fbdcb,False,False,,protocol_cv_by_scenario,4,train
T_aad2cad5ea78,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0747.txt,Training_Data_Master\UTD-0747.txt,train_normal,train_normal,,,normal,0,311,552271717f989c982e46f40dda80c1a86d2959b7,False,False,,protocol_cv_by_scenario,4,train
T_df8607c7aa49,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0748.txt,Training_Data_Master\UTD-0748.txt,train_normal,train_normal,,,normal,0,165,09de90f80b9af075eee6f82b144e7bc914a00291,False,False,,protocol_cv_by_scenario,4,train
T_170414a9d0c0,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0749.txt,Training_Data_Master\UTD-0749.txt,train_normal,train_normal,,,normal,0,115,8fc5dbf6017c43c9cb3b9e3b34e11bf72d01af69,False,False,,protocol_cv_by_scenario,4,train
T_db15653551bb,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0750.txt,Training_Data_Master\UTD-0750.txt,train_normal,train_normal,,,normal,0,402,53cc9d21242a3b7a1521a7e4e044c661adff9c6c,False,False,,protocol_cv_by_scenario,4,train
T_0fa84ec666b9,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0751.txt,Training_Data_Master\UTD-0751.txt,train_normal,train_normal,,,normal,0,316,aa3504f3afbd90987214b10aea4b244f53e64b51,False,False,,protocol_cv_by_scenario,4,train
T_5632195924c9,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0752.txt,Training_Data_Master\UTD-0752.txt,train_normal,train_normal,,,normal,0,853,0732d31afe80cefaf94979947e53066fbe467f68,False,False,,protocol_cv_by_scenario,4,train
T_e62881e74b8d,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0753.txt,Training_Data_Master\UTD-0753.txt,train_normal,train_normal,,,normal,0,181,8adeb8295cc68d3d5b5af474ad127c210fbbe39b,False,False,,protocol_cv_by_scenario,4,train
T_38c601a60f53,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0754.txt,Training_Data_Master\UTD-0754.txt,train_normal,train_normal,,,normal,0,1330,85c0f97813e94acdcbb88dd6fcd96901edf6573b,False,False,,protocol_cv_by_scenario,4,train
T_ff82f8eb3be3,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0755.txt,Training_Data_Master\UTD-0755.txt,train_normal,train_normal,,,normal,0,371,96868f0b9b808b16718d6001e9bbb2d69d239de5,False,False,,protocol_cv_by_scenario,4,train
T_01172b7284ff,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0756.txt,Training_Data_Master\UTD-0756.txt,train_normal,train_normal,,,normal,0,187,d914c117dbd34dc15e0488e4c508620e9277cd5a,False,False,,protocol_cv_by_scenario,4,train
T_d364ff7ee483,C:\Users\223114186\Desktop\System_Call_Based_Intrusion_Detection\syscall-anomaly-detection\data\raw\adfa-ld\ADFA-LD\Training_Data_Master\UTD-0757.txt,Training_Data_Master\UTD-0757.txt,train_normal,train_normal,,,normal,0,144,030d6e06ad075899740e95fdf9875015984e82f1,False,False,,protocol_cv_by_scenario,4,train
